"presvote16post_2016","faminc_2016","pid3_2016","employ_2016","child18_2016","marstat_2016","educ_2016"
"Hillary Clinton","$50,000 - $59,999","Democrat","Homemaker","No","Married","Some college"
"Donald Trump","$50,000 - $59,999","Democrat","Part-time","No","Married","2-year"
"Donald Trump","$70,000 - $79,999","Republican","Full-time","No","Married","4-year"
"Hillary Clinton","Prefer not to say","Democrat","Full-time","No","Single","4-year"
"Donald Trump","$50,000 - $59,999","Republican","Retired","No","Widowed","Some college"
"Hillary Clinton","$70,000 - $79,999","Democrat","Full-time","No","Married","2-year"
"Hillary Clinton","$60,000 - $69,999","Independent","Full-time","Yes","Divorced","Post-grad"
"Donald Trump","$150,000 - $199,999","Republican","Full-time","No","Married","Post-grad"
"Donald Trump","$80,000 - $99,999","Independent","Retired","No","Married","Some college"
"Donald Trump","$10,000 - $19,999","Republican","Retired","No","Divorced","2-year"
"Donald Trump","$100,000 - $119,999","Democrat","Permanently disabled","No","Divorced","2-year"
"Hillary Clinton","$20,000 - $29,999","Democrat","Homemaker","Yes","Married","Some college"
"Donald Trump","$10,000 - $19,999","Independent","Part-time","No","Divorced","4-year"
"Donald Trump","$30,000 - $39,999","Not sure","Retired","No","Divorced","High school graduate"
"Donald Trump","$100,000 - $119,999","Independent","Full-time","No","Single","4-year"
"Hillary Clinton","Prefer not to say","Independent","Unemployed","No","Single","4-year"
"Donald Trump","$50,000 - $59,999","Independent","Full-time","No","Married","2-year"
"Hillary Clinton","$20,000 - $29,999","Democrat","Unemployed","No","Single","Some college"
"Donald Trump","$60,000 - $69,999","Republican","Retired","No","Married","High school graduate"
"Donald Trump","Prefer not to say","Independent","Full-time","Yes","Married","High school graduate"
"Donald Trump","Prefer not to say","Republican","Homemaker","Yes","Married","4-year"
"Donald Trump","$100,000 - $119,999","Democrat","Part-time","Yes","Married","No HS"
"Donald Trump","$20,000 - $29,999","Independent","Permanently disabled","Yes","Married","2-year"
"Hillary Clinton","$40,000 - $49,999","Republican","Full-time","Yes","Married","2-year"
"Gary Johnson","$150,000 - $199,999","Independent","Full-time","No","Single","4-year"
"Donald Trump","Prefer not to say","Republican","Retired","No","Single","4-year"
"Hillary Clinton","$50,000 - $59,999","Democrat","Permanently disabled","No","Married","High school graduate"
"","$20,000 - $29,999","Democrat","Unemployed","Yes","Married","2-year"
"Donald Trump","Prefer not to say","Republican","Full-time","Yes","Married","Some college"
"Hillary Clinton","$70,000 - $79,999","Republican","Full-time","No","Married","High school graduate"
"Hillary Clinton","$70,000 - $79,999","Democrat","Other","No","Single","Post-grad"
"Hillary Clinton","$20,000 - $29,999","Independent","Permanently disabled","No","Married","4-year"
"Hillary Clinton","$30,000 - $39,999","Democrat","Retired","No","Married","High school graduate"
"Hillary Clinton","$30,000 - $39,999","Democrat","Other","No","Domestic partnership","2-year"
"Hillary Clinton","$60,000 - $69,999","Democrat","Retired","No","Married","High school graduate"
"Hillary Clinton","$100,000 - $119,999","Democrat","Retired","No","Domestic partnership","2-year"
"Hillary Clinton","$50,000 - $59,999","Independent","Full-time","Yes","Married","4-year"
"Donald Trump","$50,000 - $59,999","Independent","Temporarily laid off","No","Married","Some college"
"Hillary Clinton","$20,000 - $29,999","Democrat","Retired","No","Married","High school graduate"
"Donald Trump","$50,000 - $59,999","Independent","Retired","No","Single","Post-grad"
"Hillary Clinton","$10,000 - $19,999","Democrat","Permanently disabled","No","Divorced","2-year"
"Donald Trump","$120,000 - $149,999","Independent","Full-time","Yes","Married","4-year"
"Hillary Clinton","$150,000 - $199,999","Democrat","Full-time","Yes","Married","2-year"
"Donald Trump","$80,000 - $99,999","Republican","Full-time","No","Married","High school graduate"
"Hillary Clinton","$30,000 - $39,999","Independent","Permanently disabled","No","Domestic partnership","High school graduate"
"Hillary Clinton","$120,000 - $149,999","Democrat","Full-time","No","Domestic partnership","Post-grad"
"Hillary Clinton","$120,000 - $149,999","Independent","Full-time","Yes","Domestic partnership","Post-grad"
"Donald Trump","$150,000 or more","Republican","Full-time","No","Married","4-year"
"Donald Trump","$100,000 - $119,999","Republican","Retired","No","Married","4-year"
"Donald Trump","$60,000 - $69,999","Republican","Other","No","Married","Post-grad"
"Gary Johnson","Prefer not to say","Independent","Retired","No","Married","4-year"
"Hillary Clinton","$50,000 - $59,999","Independent","Full-time","No","Single","4-year"
"Hillary Clinton","$40,000 - $49,999","Democrat","Full-time","No","Single","2-year"
"Donald Trump","Prefer not to say","Republican","Part-time","No","Single","Post-grad"
"Hillary Clinton","$100,000 - $119,999","Democrat","Retired","No","Married","4-year"
"Hillary Clinton","Less than $10,000","Independent","Retired","No","Married","Some college"
"","$10,000 - $19,999","Democrat","Unemployed","Yes","Married","4-year"
"Donald Trump","$80,000 - $99,999","Republican","Retired","Yes","Married","2-year"
"Donald Trump","$50,000 - $59,999","Republican","Part-time","Yes","Married","High school graduate"
"Donald Trump","$60,000 - $69,999","Republican","Full-time","Yes","Married","Some college"
"Donald Trump","$100,000 - $119,999","Republican","Full-time","Yes","Separated","Post-grad"
"Donald Trump","$70,000 - $79,999","Independent","Retired","No","Married","Some college"
"Donald Trump","$10,000 - $19,999","Republican","Retired","No","Widowed","No HS"
"Hillary Clinton","$20,000 - $29,999","Democrat","Full-time","Yes","Married","2-year"
"","$60,000 - $69,999","Republican","Full-time","No","Married","High school graduate"
"","Prefer not to say","Republican","Retired","No","Widowed","2-year"
"Donald Trump","Prefer not to say","Independent","Retired","No","Married","2-year"
"Donald Trump","$100,000 - $119,999","Independent","Full-time","Yes","Married","Post-grad"
"Donald Trump","$50,000 - $59,999","Independent","Retired","No","Married","Post-grad"
"Hillary Clinton","$10,000 - $19,999","Democrat","Retired","No","Divorced","Post-grad"
"Donald Trump","$30,000 - $39,999","Independent","Part-time","No","Married","4-year"
"Hillary Clinton","$80,000 - $99,999","Independent","Full-time","Yes","Married","Post-grad"
"Donald Trump","$100,000 - $119,999","Republican","Full-time","Yes","Married","4-year"
"","Less than $10,000","Republican","Unemployed","Yes","Separated","Some college"
"Hillary Clinton","$50,000 - $59,999","Democrat","Full-time","No","Married","4-year"
"Hillary Clinton","$20,000 - $29,999","Democrat","Full-time","No","Married","2-year"
"Donald Trump","$30,000 - $39,999","Republican","Retired","No","Married","High school graduate"
"","Prefer not to say","Independent","Retired","No","Married","2-year"
"Donald Trump","$20,000 - $29,999","Republican","Full-time","No","Single","2-year"
"Donald Trump","$120,000 - $149,999","Independent","Full-time","No","Married","Post-grad"
"Donald Trump","$150,000 - $199,999","Republican","Full-time","No","Domestic partnership","Post-grad"
"Hillary Clinton","$100,000 - $119,999","Democrat","Part-time","No","Married","Some college"
"Donald Trump","Prefer not to say","Republican","Permanently disabled","No","Divorced","High school graduate"
"Hillary Clinton","$40,000 - $49,999","Independent","Student","No","Domestic partnership","Post-grad"
"Donald Trump","$100,000 - $119,999","Republican","Retired","No","Married","4-year"
"Hillary Clinton","$500,000 or more","Independent","Full-time","No","Divorced","4-year"
"Donald Trump","$50,000 - $59,999","Republican","Full-time","Yes","Married","4-year"
"Donald Trump","$40,000 - $49,999","Republican","Unemployed","No","Married","Some college"
"Hillary Clinton","$40,000 - $49,999","Democrat","Retired","No","Single","Post-grad"
"Donald Trump","$70,000 - $79,999","Republican","Full-time","No","Married","4-year"
"Donald Trump","Prefer not to say","Republican","Full-time","No","Married","4-year"
"Donald Trump","$80,000 - $99,999","Independent","Full-time","No","Married","High school graduate"
"Other","Prefer not to say","Independent","Part-time","No","Married","Some college"
"Donald Trump","$80,000 - $99,999","Republican","Full-time","Yes","Divorced","4-year"
"Donald Trump","$30,000 - $39,999","Other","Unemployed","No","Married","2-year"
"Donald Trump","Prefer not to say","Republican","Full-time","No","Single","4-year"
"Donald Trump","$80,000 - $99,999","Republican","Retired","No","Married","Post-grad"
"Gary Johnson","$500,000 or more","Republican","Full-time","Yes","Divorced","Post-grad"
"Donald Trump","$150,000 - $199,999","Republican","Full-time","No","Married","Post-grad"
"Donald Trump","$120,000 - $149,999","Republican","Full-time","No","Married","4-year"
"Donald Trump","$30,000 - $39,999","Independent","Retired","Yes","Married","2-year"
"Gary Johnson","$20,000 - $29,999","Independent","Permanently disabled","No","Married","Some college"
"Donald Trump","$40,000 - $49,999","Republican","Part-time","No","Married","High school graduate"
"Donald Trump","$30,000 - $39,999","Independent","Full-time","No","Married","Post-grad"
"Donald Trump","Less than $10,000","Independent","Permanently disabled","No","Divorced","High school graduate"
"Hillary Clinton","$10,000 - $19,999","Democrat","Other","No","Single","4-year"
"Donald Trump","$120,000 - $149,999","Republican","Retired","No","Married","Post-grad"
"Donald Trump","$50,000 - $59,999","Republican","Full-time","No","Married","High school graduate"
"Donald Trump","$120,000 - $149,999","Republican","Full-time","No","Married","4-year"
"Hillary Clinton","$70,000 - $79,999","Independent","Full-time","Yes","Married","4-year"
"","$60,000 - $69,999","Republican","Homemaker","Yes","Married","Some college"
"Hillary Clinton","$50,000 - $59,999","Independent","Part-time","No","Domestic partnership","Some college"
"Donald Trump","$70,000 - $79,999","Independent","Permanently disabled","No","Single","Some college"
"Hillary Clinton","$80,000 - $99,999","Independent","Homemaker","Yes","Married","High school graduate"
"Donald Trump","$50,000 - $59,999","Independent","Retired","No","Widowed","Post-grad"
"Donald Trump","$60,000 - $69,999","Independent","Full-time","No","Single","4-year"
"Donald Trump","$80,000 - $99,999","Republican","Homemaker","No","Married","Some college"
"Donald Trump","Prefer not to say","Independent","Retired","No","Married","Some college"
"Donald Trump","$50,000 - $59,999","Independent","Part-time","No","Divorced","4-year"
"Donald Trump","$50,000 - $59,999","Republican","Full-time","Yes","Married","4-year"
"Donald Trump","$40,000 - $49,999","Independent","Full-time","Yes","Separated","Some college"
"Donald Trump","$350,000 - $499,999","Republican","Homemaker","No","Married","Post-grad"
"Donald Trump","$20,000 - $29,999","Republican","Retired","No","Divorced","Some college"
"Donald Trump","$200,000 - $249,999","Republican","Unemployed","No","Married","4-year"
"Donald Trump","$80,000 - $99,999","Independent","Other","No","Married","Post-grad"
"Hillary Clinton","$50,000 - $59,999","Democrat","Full-time","No","Single","2-year"
"Hillary Clinton","$20,000 - $29,999","Democrat","Part-time","No","Single","Post-grad"
"Donald Trump","$10,000 - $19,999","Republican","Permanently disabled","Yes","Married","Some college"
"Donald Trump","$100,000 - $119,999","Independent","Part-time","No","Married","4-year"
"Hillary Clinton","$120,000 - $149,999","Democrat","Full-time","No","Domestic partnership","Post-grad"
"","$50,000 - $59,999","Democrat","Full-time","No","Married","High school graduate"
"Hillary Clinton","$30,000 - $39,999","Democrat","Retired","No","Widowed","High school graduate"
"Donald Trump","Prefer not to say","Independent","Retired","No","Married","Some college"
"Donald Trump","$60,000 - $69,999","Republican","Retired","No","Widowed","High school graduate"
"Hillary Clinton","$40,000 - $49,999","Democrat","Full-time","No","Single","Post-grad"
"Donald Trump","$20,000 - $29,999","Republican","Homemaker","No","Married","High school graduate"
"Donald Trump","Prefer not to say","Republican","Full-time","Yes","Married","Some college"
"Hillary Clinton","$30,000 - $39,999","Democrat","Retired","No","Married","2-year"
"Donald Trump","$50,000 - $59,999","Independent","Full-time","Yes","Single","Some college"
"Donald Trump","$50,000 - $59,999","Independent","Full-time","Yes","Married","Post-grad"
"Donald Trump","$70,000 - $79,999","Republican","Part-time","Yes","Married","4-year"
"Donald Trump","Prefer not to say","Independent","Full-time","No","Married","Post-grad"
"Donald Trump","Prefer not to say","Independent","Full-time","No","Divorced","High school graduate"
"","$60,000 - $69,999","Republican","Homemaker","No","Married","2-year"
"Donald Trump","Prefer not to say","Republican","Other","No","Divorced","High school graduate"
"Donald Trump","Prefer not to say","Independent","Retired","No","Married","High school graduate"
"Donald Trump","Prefer not to say","Republican","Homemaker","No","Married","4-year"
"Hillary Clinton","$100,000 - $119,999","Independent","Full-time","No","Married","Post-grad"
"Hillary Clinton","$30,000 - $39,999","Democrat","Permanently disabled","No","Married","High school graduate"
"Donald Trump","Prefer not to say","Independent","Permanently disabled","No","Married","High school graduate"
"Donald Trump","$70,000 - $79,999","Republican","Part-time","Yes","Married","4-year"
"","$20,000 - $29,999","Not sure","Full-time","Yes","Widowed","Some college"
"Donald Trump","$100,000 - $119,999","Republican","Full-time","No","Married","Post-grad"
"Hillary Clinton","$80,000 - $99,999","Democrat","Full-time","No","Married","4-year"
"Hillary Clinton","$120,000 - $149,999","Republican","Retired","No","Married","4-year"
"Hillary Clinton","$20,000 - $29,999","Democrat","Full-time","Yes","Married","4-year"
"Donald Trump","$100,000 - $119,999","Independent","Retired","No","Divorced","Some college"
"Donald Trump","Prefer not to say","Republican","Part-time","Yes","Married","4-year"
